,vintage,dependents,branch_code,days_since_last_transaction,current_balance,previous_month_end_balance,average_monthly_balance_prevQ,average_monthly_balance_prevQ2,current_month_credit,previous_month_credit,current_month_debit,previous_month_debit,current_month_balance,previous_month_balance,customer_id,gender,occupation,customer_nw_category,age,city,churn
22304,566.0,0.0,2885.0,59.0,1446.25,1587.39,2528.66,1862.2,0.5,571.93,0.5,2386.21,1484.14,2914.16,23795.0,Male,self_employed,3.0,46.0,905.0,0
22305,3192.0,0.0,52.0,21.0,5952.94,10311.82,11663.37,4077.18,719.97,247.37,5790.23,7229.09,9516.94,12709.82,23796.0,Male,retired,2.0,73.0,1232.0,1
22307,1700.0,0.0,365.0,133.0,3060.57,4519.14,5078.39,5046.7,0.51,0.51,2129.09,698.31,3282.99,5905.05,23799.0,Male,retired,2.0,80.0,623.0,1
22312,1249.0,0.0,708.0,31.0,4939.59,4939.59,4939.59,4911.4,0.47,0.47,0.47,0.47,4939.59,4939.59,23805.0,Female,salaried,2.0,33.0,491.0,0
22314,212.0,0.0,790.0,23.0,6419.7,6441.76,6469.94,4786.16,0.9,0.09,0.09,28.66,6423.05,6476.14,23807.0,Male,self_employed,2.0,57.0,1381.0,0
22315,2388.0,0.0,184.0,31.0,3862.23,5319.38,6187.42,8717.66,0.34,0.34,1457.49,1478.91,4356.81,6347.03,23809.0,Female,salaried,2.0,34.0,146.0,1
22317,3484.0,0.0,120.0,0.0,2912.69,1912.69,1923.81,1050.14,1000.19,500.19,0.19,500.19,2429.93,1912.69,23811.0,Female,self_employed,3.0,45.0,409.0,0
22320,2682.0,0.0,121.0,31.0,1780.86,1852.29,1932.27,2800.93,0.4,0.4,0.4,0.4,1789.48,1867.27,23814.0,Male,self_employed,2.0,49.0,11.0,0
22322,6918.0,0.0,1308.0,28.0,1966.15,1962.68,1969.34,1745.48,18.19,18.19,0.43,0.43,1974.04,1970.06,23816.0,Male,retired,3.0,58.0,996.0,0
22323,971.0,0.0,707.0,149.0,98480.41,94416.13,97503.08,99650.36,0.57,0.57,1607.71,3355.79,98763.66,95931.38,23817.0,Female,self_employed,3.0,53.0,491.0,0
22325,1187.0,1.0,264.0,279.0,2026.89,2026.89,1838.87,1244.31,0.11,0.11,0.11,0.11,2026.89,1827.81,23819.0,Female,self_employed,2.0,45.0,578.0,0
22326,632.0,0.0,2689.0,173.0,746.68,744.31,1795.55,2782.04,0.66,0.66,0.66,1602.87,744.8,2139.21,23820.0,Male,self_employed,3.0,30.0,891.0,1
22327,285.0,1.0,654.0,3.0,12601.94,789.98,7299.76,3772.53,13707.71,0.23,1494.4,16262.04,2738.58,6791.05,23822.0,Male,salaried,2.0,32.0,50.0,0
22335,2385.0,0.0,615.0,135.0,3086.93,9877.36,8583.52,11820.01,0.41,0.41,6478.86,1286.61,2524.45,9580.56,23830.0,Male,salaried,2.0,43.0,1096.0,1
22337,901.0,0.0,1282.0,121.0,36.65,36.65,2107.34,8650.29,0.17,0.17,0.17,0.17,36.65,36.65,23833.0,Male,salaried,3.0,38.0,637.0,1
22338,4226.0,2.0,325.0,81.0,3142.84,3140.58,2891.76,549.53,0.5,0.5,0.5,0.5,3141.52,3140.85,23834.0,Male,self_employed,2.0,76.0,118.0,0
22339,2285.0,0.0,627.0,14.0,2080.75,2269.81,2358.07,2697.15,0.95,0.13,331.56,428.7,2168.87,2283.63,23835.0,Male,self_employed,3.0,60.0,1020.0,0
22340,6316.0,0.0,226.0,188.0,4068.7,3627.92,3995.84,4583.17,0.67,0.67,26.36,1043.1,3754.5,3866.91,23838.0,Female,self_employed,3.0,61.0,1084.0,0
22342,5444.0,0.0,116.0,282.0,2893.82,2893.82,2892.78,2867.21,0.43,0.43,0.43,0.43,2893.82,2893.73,23840.0,Male,self_employed,2.0,73.0,1180.0,1
22345,1104.0,0.0,392.0,5.0,1167.83,1062.17,2203.4,1420.28,166.79,2.58,1244.47,4257.2,1377.67,1668.21,23843.0,Female,self_employed,3.0,52.0,409.0,0
22349,6137.0,0.0,279.0,31.0,5812.69,5812.69,5812.69,5823.31,0.6,0.6,0.6,0.6,5812.69,5812.69,23847.0,Female,self_employed,3.0,59.0,491.0,0
22350,5093.0,0.0,146.0,21.0,2659.19,2514.26,2491.22,2485.32,193.37,193.37,690.27,69.24,2624.59,2491.92,23848.0,Male,self_employed,2.0,74.0,1525.0,0
22351,536.0,0.0,1726.0,123.0,1458.44,1758.44,1722.05,4925.76,0.11,0.11,571.54,0.11,1616.57,1767.65,23849.0,Male,self_employed,2.0,52.0,705.0,0
22352,1705.0,0.0,816.0,4.0,2722.63,2616.68,2431.13,5828.24,320.11,321.54,257.02,370.03,2560.79,2419.6,23850.0,Female,salaried,3.0,34.0,55.0,0
22353,2210.0,0.0,1864.0,6.0,7944.92,7368.44,7466.05,7540.55,19.41,43.95,189.68,269.34,6690.03,5859.09,23851.0,Male,salaried,3.0,33.0,334.0,0
22354,3111.0,0.0,356.0,35.0,1941.61,4820.29,2324.12,2496.41,0.39,2857.19,2857.53,316.03,2150.01,2463.51,23852.0,Female,self_employed,3.0,52.0,1020.0,0
22356,4218.0,0.0,44.0,195.0,1096.53,853.11,1924.88,2218.69,0.34,0.34,1109.96,1493.09,1710.56,1707.06,23854.0,Male,salaried,3.0,53.0,575.0,0
22357,646.0,0.0,284.0,9.0,7381.04,5123.89,6391.56,5604.87,4557.74,0.6,2286.31,1714.89,6698.77,5468.13,23855.0,Male,self_employed,2.0,30.0,557.0,0
22358,1052.0,0.0,2428.0,7.0,15750.21,14035.93,14156.82,11832.86,1714.5,0.21,0.21,0.21,14607.35,14035.93,23856.0,Male,self_employed,2.0,30.0,812.0,0
22359,423.0,0.0,130.0,228.0,1941.19,1941.19,1941.19,1947.76,0.2,0.2,0.2,0.2,1941.19,1941.19,23857.0,Male,self_employed,3.0,34.0,388.0,0
22360,2657.0,2.0,137.0,63.0,248.82,330.04,4466.52,73.02,0.23,0.23,7940.01,36429.44,600.03,12243.07,23858.0,Male,self_employed,2.0,32.0,224.0,1
22361,1889.0,0.0,666.0,108.0,2608.5,3647.79,3942.56,5656.58,0.29,0.29,984.21,525.88,3225.24,3925.1,23859.0,Male,salaried,2.0,30.0,1020.0,0
22362,1434.0,0.0,488.0,31.0,5860.3,5860.3,5860.3,6088.35,0.67,0.67,0.67,0.67,5860.3,5860.3,23860.0,Female,self_employed,2.0,75.0,1525.0,0
22364,602.0,0.0,1254.0,12.0,5673.31,616.65,12892.29,22512.96,8071.01,3583.37,3013.56,29727.96,5141.19,7611.62,23862.0,Male,salaried,2.0,42.0,1478.0,0
22365,5637.0,0.0,26.0,0.0,3577.75,1084.2,2094.38,786.86,52762.63,19.24,51215.5,770.19,4162.22,1646.49,23863.0,Female,self_employed,2.0,42.0,1096.0,0
22369,1532.0,0.0,1603.0,54.0,3709.37,3709.37,2903.65,173.76,0.09,10613.28,0.09,7142.94,3709.37,4762.54,23867.0,Male,salaried,2.0,52.0,1111.0,0
22370,2474.0,0.0,1439.0,3.0,4729.8,4086.95,3684.37,751.4,643.51,6115.84,0.66,3572.09,4185.47,4779.95,23868.0,Female,self_employed,1.0,38.0,1096.0,0
22371,523.0,0.0,55.0,49.0,173.11,166.9,2160.77,53.76,0.63,30643.49,0.63,31457.77,170.73,2107.27,23869.0,Male,student,2.0,20.0,1195.0,0
22372,356.0,0.0,671.0,191.0,4071.96,4071.96,4071.96,5921.92,0.01,0.01,0.01,0.01,4071.96,4071.96,23870.0,Female,salaried,3.0,25.0,860.0,0
22375,1661.0,0.0,294.0,26.0,10239.95,13948.81,14736.98,13783.37,5577.03,0.17,9285.89,714.46,15023.02,14524.85,23874.0,Female,self_employed,2.0,40.0,1096.0,1
22378,5135.0,0.0,19.0,0.0,1039.83,3846.24,3086.45,1904.48,929.79,1144.59,3093.34,249.08,2760.57,3388.93,23877.0,Male,salaried,2.0,34.0,1020.0,1
22379,5542.0,0.0,13.0,95.0,1870.29,263.5,1867.86,2816.4,0.49,0.49,0.49,0.49,1285.37,590.28,23878.0,Female,salaried,2.0,58.0,1020.0,0
22380,1462.0,0.0,468.0,49.0,6074.48,6217.34,5662.58,888.37,0.64,980.64,0.64,714.93,6172.51,6545.45,23879.0,Male,retired,2.0,66.0,1598.0,0
22384,2033.0,1.0,1825.0,5.0,10086.84,6108.48,6360.39,4180.5,4571.74,1978.89,593.39,991.1,8483.92,5427.69,23883.0,Female,self_employed,2.0,37.0,617.0,0
22386,2666.0,0.0,850.0,74.0,3337.3,3365.98,3264.86,1374.24,0.21,0.21,0.21,0.21,3360.05,3387.18,23885.0,Male,self_employed,3.0,84.0,1477.0,0
22387,448.0,0.0,1123.0,251.0,1703.8,1996.66,1959.2,1826.8,0.4,0.4,293.26,0.4,1936.06,1996.81,23886.0,Female,self_employed,3.0,30.0,1020.0,0
22391,6369.0,0.0,93.0,60.0,7015.5,7015.5,6911.84,4189.21,0.54,0.54,0.54,0.54,7015.5,7015.5,23891.0,Female,self_employed,2.0,55.0,491.0,0
22393,6225.0,0.0,5.0,137.0,8690.99,8690.99,8975.11,6230.27,0.29,0.29,0.29,548.86,8690.99,8994.77,23893.0,Female,retired,1.0,83.0,1020.0,0
22396,5898.0,0.0,53.0,23.0,5664.21,7466.14,11203.69,3990.69,280.04,43844.57,28619.16,42900.59,15459.89,12169.42,23896.0,Male,student,1.0,25.0,146.0,0
22401,6919.0,0.0,1700.0,59.0,5304.62,5642.17,5441.42,5866.65,0.04,571.47,478.11,13775.69,5605.02,5982.96,23901.0,Male,retired,2.0,83.0,993.0,0
22403,2252.0,0.0,256.0,31.0,1455.65,1455.65,1455.65,1446.43,0.59,0.59,0.59,0.59,1455.65,1455.65,23903.0,Female,salaried,3.0,32.0,792.0,0
22404,322.0,0.0,668.0,64.0,1967.97,1967.97,1954.9,1899.01,0.14,0.14,0.14,0.14,1967.97,1967.97,23904.0,Male,self_employed,1.0,90.0,1020.0,0
22408,684.0,0.0,305.0,59.0,523.71,4255.55,3510.57,1926.03,0.21,7143.07,5392.0,3906.0,2185.7,5040.9,23908.0,Male,self_employed,3.0,37.0,534.0,1
22412,3262.0,0.0,671.0,3.0,2589.31,3281.82,3452.69,3969.08,1385.33,1129.14,2143.29,3157.57,2771.95,5319.13,23912.0,Female,self_employed,2.0,73.0,1020.0,0
22415,3182.0,0.0,214.0,6.0,556.91,1313.98,1815.44,3028.92,428.61,2500.04,0.04,7.19,487.7,1471.08,23915.0,Male,self_employed,3.0,46.0,25.0,1
22417,4589.0,1.0,313.0,45.0,2626.06,2726.06,2933.29,3239.37,0.69,31502.66,100.69,30581.94,2672.61,3399.54,23917.0,Female,salaried,2.0,65.0,1096.0,0
22418,1298.0,3.0,1342.0,3.0,28636.29,45.24,2096.35,445.46,18021.74,0.31,7557.46,900.31,4880.49,49.77,23918.0,Male,self_employed,2.0,39.0,1067.0,0
22420,2358.0,0.0,1581.0,45.0,2837.64,2880.5,2417.95,2247.58,0.34,3.91,0.34,0.34,2862.76,2902.39,23920.0,Female,self_employed,3.0,36.0,656.0,0
22421,1248.0,0.0,38.0,47.0,2719.05,2510.14,2623.46,2749.29,0.37,14.37,0.37,45.8,2671.77,2542.4,23921.0,Male,salaried,3.0,30.0,1525.0,0
22422,3902.0,0.0,1251.0,56.0,10662.77,10662.77,6894.04,352.35,0.14,10308.71,0.14,0.14,10662.77,9665.17,23923.0,Male,self_employed,2.0,46.0,665.0,1
22426,1941.0,0.0,1752.0,28.0,410.16,195.87,1764.14,9555.78,214.83,0.54,0.54,0.54,402.77,192.63,23927.0,Female,self_employed,1.0,63.0,146.0,1
22428,2951.0,0.0,189.0,31.0,12982.13,12982.13,12596.57,10771.38,0.19,0.19,0.19,0.19,12982.13,12853.1,23929.0,Male,salaried,2.0,65.0,572.0,0
22429,4564.0,0.0,67.0,60.0,1588.66,1588.66,1459.08,1149.13,0.37,0.37,0.37,0.37,1588.66,1628.04,23930.0,Male,self_employed,3.0,41.0,1494.0,0
22431,1481.0,0.0,651.0,75.0,2902.0,2902.0,2908.88,2941.48,0.17,0.17,0.17,0.17,2902.0,2902.0,23932.0,Male,salaried,2.0,35.0,1111.0,0
22434,542.0,0.0,2832.0,22.0,1165.94,1699.68,1590.88,1518.39,2323.5,178.67,2857.24,7.46,1768.98,1532.6,23936.0,Female,salaried,3.0,39.0,834.0,0
22435,6255.0,0.0,27.0,77.0,1076.05,8361.77,5885.29,2262.47,0.21,0.21,7285.93,0.21,1430.73,8361.77,23937.0,Male,self_employed,2.0,40.0,146.0,0
22440,2415.0,0.0,401.0,20.0,245.9,662.88,5782.83,3035.54,8177.24,2066.39,14450.9,7021.78,4167.19,2113.65,23942.0,Female,self_employed,2.0,54.0,485.0,1
22441,2375.0,1.0,565.0,55.0,2696.87,2698.3,1824.59,246.39,0.7,2327.11,3.56,6.75,2696.92,2398.9,23943.0,Male,self_employed,3.0,29.0,680.0,0
22442,369.0,0.0,1721.0,4.0,1275.15,3003.87,1857.62,1790.89,2.46,3.31,1494.78,2764.69,2446.71,1566.85,23944.0,Male,self_employed,3.0,48.0,575.0,0
22446,1709.0,0.0,628.0,0.0,1060.73,4297.95,2209.65,1188.42,926.56,1388.77,1454.08,3610.98,2112.15,4193.21,23948.0,Male,salaried,3.0,35.0,146.0,1
22447,2746.0,0.0,399.0,81.0,4268.21,4268.21,2700.4,250.88,0.14,0.14,0.14,7494.33,4268.21,2782.61,23950.0,Male,self_employed,2.0,90.0,578.0,0
22448,2102.0,0.0,1851.0,4.0,59485.15,49320.02,32703.14,9108.31,8885.96,12295.46,4127.54,3605.74,51628.5,29457.71,23951.0,Male,self_employed,2.0,37.0,332.0,0
22450,2517.0,0.0,1031.0,5.0,3122.8,3044.23,3005.72,2803.36,78.74,78.74,0.17,0.17,3060.49,3029.02,23953.0,Female,self_employed,2.0,62.0,623.0,0
22451,3315.0,0.0,203.0,291.0,1419.34,1562.19,1637.62,3222.59,0.53,0.53,0.53,0.53,1498.15,1635.93,23954.0,Female,self_employed,2.0,40.0,837.0,0
22452,5353.0,0.0,106.0,31.0,3321.24,3386.82,3380.88,3416.62,0.66,0.66,68.02,12.8,3355.27,3388.39,23955.0,Female,self_employed,3.0,55.0,836.0,0
22456,2286.0,0.0,477.0,5.0,2951.42,2768.15,2795.32,2763.98,198.1,0.54,0.54,0.54,2808.53,2781.57,23960.0,Male,student,2.0,38.0,1181.0,0
22457,5207.0,0.0,54.0,300.0,216.72,8216.72,6996.79,7742.5,0.43,0.43,8143.29,0.43,4704.4,8216.72,23961.0,Male,self_employed,2.0,72.0,649.0,1
22458,802.0,0.0,2004.0,68.0,2655.36,2755.36,2851.5,2341.78,0.56,0.56,200.56,71.99,2733.19,2773.1,23962.0,Male,self_employed,3.0,64.0,923.0,1
22459,4319.0,0.0,587.0,84.0,1623.14,1623.14,1623.13,1611.34,0.54,0.54,0.54,0.54,1623.14,1623.14,23963.0,Female,self_employed,2.0,50.0,1096.0,0
22461,757.0,0.0,771.0,10.0,8.45,6375.36,5631.14,2695.46,4429.13,0.56,10796.04,0.56,4142.71,6375.36,23966.0,Male,salaried,3.0,40.0,259.0,1
22462,1492.0,0.0,2305.0,31.0,1935.44,1755.67,1815.08,1788.22,0.06,0.06,0.06,0.06,1916.84,1757.05,23967.0,Female,self_employed,2.0,37.0,834.0,0
22464,404.0,0.0,1914.0,241.0,3011.45,3011.45,3011.45,2999.05,0.57,0.57,0.57,0.57,3011.45,3011.45,23970.0,Male,salaried,3.0,60.0,886.0,0
22465,5050.0,0.0,3354.0,40.0,16823.32,17185.45,9971.75,1727.8,0.57,12293.77,98.15,46.07,17089.93,10803.91,23971.0,Male,self_employed,2.0,75.0,1020.0,1
22467,6913.0,0.0,7.0,38.0,1850.55,1850.55,1831.4,1774.17,0.6,35.63,0.6,0.6,1850.55,1838.68,23973.0,Female,self_employed,3.0,67.0,1232.0,0
22468,1139.0,0.0,102.0,86.0,97.1,97.1,1513.54,6793.34,0.49,0.49,0.49,2929.06,97.1,1419.69,23974.0,Male,retired,2.0,90.0,1046.0,1
22469,974.0,0.0,1093.0,25.0,3859.82,3839.32,3843.46,3998.74,500.67,500.67,337.31,0.67,4027.02,3786.33,23975.0,Male,self_employed,2.0,26.0,745.0,0
22470,4164.0,0.0,364.0,23.0,10603.44,10389.15,20939.97,26660.04,214.74,214.74,0.46,17294.8,10566.49,24825.67,23976.0,Female,self_employed,1.0,38.0,623.0,0
22474,1281.0,0.0,2726.0,18.0,14907.79,14494.62,15200.11,14274.2,1547.54,1746.07,672.01,2086.3,14710.51,15515.9,23980.0,Female,self_employed,3.0,45.0,1033.0,0
22475,1359.0,0.0,356.0,145.0,860.88,3987.31,3082.85,3400.83,0.49,0.49,3126.91,0.49,1273.94,3987.31,23981.0,Male,salaried,2.0,50.0,1020.0,0
22476,1868.0,0.0,1318.0,31.0,6663.78,6661.27,6660.39,6611.98,0.1,0.1,0.1,0.1,6663.52,6660.08,23982.0,Male,self_employed,3.0,34.0,995.0,0
22477,1414.0,0.0,1596.0,23.0,7478.08,5558.08,6154.03,389.06,5000.3,0.3,3082.33,3430.16,7126.61,6594.71,23983.0,Female,self_employed,3.0,45.0,1565.0,0
22478,579.0,0.0,3403.0,31.0,612.66,608.91,4611.44,8288.0,0.17,0.17,0.17,7143.03,612.66,5566.0,23984.0,Male,retired,2.0,64.0,985.0,1
22479,3122.0,1.0,2593.0,194.0,3838.01,3930.86,3607.43,3201.96,0.13,0.13,92.99,0.13,3905.25,3700.45,23985.0,Male,self_employed,2.0,52.0,986.0,0
22481,3080.0,0.0,460.0,36.0,11904.33,12404.33,12049.48,10869.5,0.23,338.81,500.23,0.23,11921.57,12167.1,23988.0,Female,salaried,2.0,49.0,834.0,0
22482,1278.0,0.0,53.0,31.0,8041.77,8041.77,8041.77,7990.94,0.41,0.41,0.41,0.41,8041.77,8041.77,23989.0,Male,salaried,2.0,56.0,569.0,0
22488,319.0,0.0,194.0,123.0,9101.47,9101.47,9144.81,3657.16,0.37,0.37,0.37,116.13,9101.47,9115.73,23996.0,Female,student,1.0,20.0,834.0,0
22491,1096.0,0.0,1801.0,114.0,944.49,1658.77,1478.15,760.4,0.06,0.06,714.34,0.06,1116.9,1658.77,23999.0,Female,self_employed,3.0,77.0,1387.0,0
22494,2348.0,0.0,997.0,20.0,13593.85,525.43,6763.72,20010.75,5214.44,0.27,5000.27,3571.7,12733.7,2551.82,24002.0,Female,self_employed,2.0,73.0,1020.0,0
22498,3256.0,0.0,62.0,56.0,4546.46,4546.46,4590.03,4662.34,0.67,12.53,0.67,86.39,4546.46,4589.57,24007.0,Female,self_employed,3.0,40.0,575.0,0
22500,2168.0,0.0,693.0,31.0,1474.6,1474.6,1474.6,1490.77,0.43,0.43,0.43,0.43,1474.6,1474.6,24009.0,Female,self_employed,2.0,77.0,834.0,0
22503,1371.0,0.0,2026.0,30.0,8619.72,2769.72,4594.54,5304.27,0.54,13982.95,4579.11,2361.87,10069.97,2636.72,24012.0,Male,self_employed,2.0,36.0,834.0,0
22505,587.0,0.0,175.0,154.0,10080.74,10407.23,9814.09,8441.34,0.17,0.17,870.51,767.89,9747.75,10027.48,24014.0,Female,salaried,2.0,37.0,834.0,0
22506,2919.0,0.0,148.0,306.0,20732.34,20732.34,20786.41,20757.16,0.31,0.31,0.31,157.46,20732.34,20737.41,24016.0,Male,retired,1.0,67.0,1232.0,0
22507,2282.0,0.0,1928.0,44.0,3176.77,3176.77,2869.24,2560.44,0.01,600.01,0.01,0.01,3176.77,2854.19,24017.0,Male,salaried,3.0,42.0,834.0,0
22509,5940.0,0.0,16.0,122.0,13613.24,13911.28,14219.0,13990.0,0.13,0.13,12.46,503.26,13864.35,14378.25,24019.0,Male,salaried,2.0,48.0,1020.0,0
22512,5310.0,0.0,5.0,14.0,4488.34,3751.54,3166.54,982.53,2168.5,2168.56,1431.7,3.14,4625.26,3611.84,24022.0,Female,self_employed,2.0,79.0,1020.0,0
22513,1972.0,0.0,616.0,31.0,2427.38,2291.67,2571.75,2503.65,0.11,0.11,0.11,714.4,2347.82,2562.86,24023.0,Female,self_employed,2.0,70.0,575.0,0
22515,1537.0,0.0,538.0,25.0,140.38,140.38,3342.35,6384.48,21429.06,0.49,21429.06,0.49,9746.29,140.38,24025.0,Female,self_employed,3.0,61.0,1020.0,1
22516,1769.0,2.0,2221.0,0.0,115.63,1835.42,1878.66,2694.6,700.61,0.61,2337.04,265.61,1493.57,1890.37,24026.0,Male,self_employed,3.0,52.0,345.0,1
22518,656.0,1.0,3412.0,89.0,6223.66,6363.41,6708.49,5870.5,0.53,0.53,142.89,142.89,6257.12,6390.97,24028.0,Male,self_employed,2.0,35.0,180.0,0
22519,2781.0,0.0,145.0,7.0,623.7,726.74,3323.07,3514.55,71.7,0.27,174.74,6428.84,611.16,2188.47,24029.0,Male,salaried,2.0,26.0,1020.0,1
22520,562.0,0.0,2759.0,31.0,13764.25,13772.65,13775.37,13722.08,0.36,0.36,8.76,3.07,13769.63,13774.06,24030.0,Female,salaried,2.0,36.0,61.0,0
22521,5849.0,0.0,27.0,21.0,28923.15,14377.43,18278.26,13857.35,14708.81,1714.64,151.21,806.16,27219.3,14509.26,24032.0,Male,self_employed,2.0,59.0,1096.0,0
22522,696.0,0.0,2299.0,9.0,1461.89,1461.89,1449.07,1452.45,62.64,0.64,62.64,0.64,1423.41,1461.89,24033.0,Female,student,2.0,29.0,308.0,0
22525,952.0,0.0,1913.0,153.0,8403.51,8432.08,8438.68,8296.69,0.31,0.31,0.31,0.31,8410.41,8438.54,24036.0,Female,self_employed,2.0,11.0,1406.0,0
22527,4777.0,3.0,48.0,0.0,3180.44,1043.31,2263.38,2210.39,2994.56,3104.84,582.67,5546.23,2031.92,1466.51,24038.0,Male,self_employed,2.0,44.0,15.0,0
22531,2454.0,0.0,339.0,12.0,8565.99,2232.54,3043.51,3171.82,6991.61,357.69,621.84,261.97,4899.55,2321.78,24042.0,Male,self_employed,3.0,33.0,409.0,0
22537,4939.0,0.0,139.0,62.0,154.02,154.02,3890.46,919.02,0.06,0.06,0.06,14914.34,154.02,6408.4,24048.0,Male,self_employed,3.0,61.0,1096.0,1
22538,4503.0,0.0,762.0,7.0,4327.29,4390.15,4825.09,4292.46,8.81,0.24,0.24,0.24,4330.64,4991.32,24049.0,Female,self_employed,2.0,49.0,394.0,0
22539,844.0,2.0,1331.0,53.0,539.42,1965.48,2711.42,484.87,0.49,1006.59,1429.06,4714.77,636.47,4032.63,24050.0,Male,self_employed,2.0,52.0,1088.0,1
22540,3160.0,0.0,439.0,21.0,7700.3,963.76,2778.8,3826.09,6790.12,0.01,53.59,0.01,6411.68,963.76,24051.0,Female,salaried,2.0,44.0,409.0,0
22546,2177.0,0.0,441.0,89.0,0.0,18555.83,10463.7,0.0,0.36,0.36,0.36,14442.5,11310.11,21414.9,24059.0,Female,salaried,2.0,75.0,334.0,1
22547,3276.0,0.0,36.0,25.0,3207.27,3150.59,2243.63,195.37,54.41,0.2,0.2,0.2,3199.79,3150.59,24060.0,Female,self_employed,3.0,59.0,630.0,1
22548,1657.0,0.0,1116.0,0.0,2313.62,2240.68,2288.04,2630.98,147.21,0.07,77.29,77.41,2297.9,2285.59,24061.0,Male,self_employed,3.0,69.0,1525.0,0
22549,1378.0,0.0,401.0,31.0,2887.74,2887.74,2887.74,2869.45,0.17,0.17,0.17,0.17,2887.74,2887.74,24062.0,Female,self_employed,2.0,56.0,485.0,0
22552,3051.0,0.0,714.0,25.0,3281.78,3471.56,3950.1,4197.23,862.8,0.69,1124.01,1082.48,3656.64,4019.19,24065.0,Male,salaried,2.0,44.0,146.0,0
22553,795.0,0.0,2156.0,201.0,7238.84,7246.91,7296.06,8040.15,0.31,0.31,8.39,103.04,7244.05,7263.06,24066.0,Male,self_employed,2.0,31.0,834.0,0
22555,1036.0,0.0,1682.0,201.0,1527.51,1527.51,1514.31,1448.31,0.36,0.36,0.36,0.36,1527.51,1527.51,24068.0,Male,student,1.0,15.0,15.0,0
22556,1199.0,0.0,176.0,31.0,8145.5,8145.5,7874.14,2909.57,0.14,0.14,0.14,499.6,8145.5,8306.62,24069.0,Female,self_employed,1.0,36.0,1322.0,0
22557,1859.0,0.0,1111.0,31.0,3265.98,3265.98,3265.98,3245.29,0.17,0.17,0.17,0.17,3265.98,3265.98,24070.0,Male,self_employed,3.0,31.0,1002.0,0
22558,5354.0,0.0,364.0,3.0,1991.3,2002.77,2017.92,2193.25,10.76,0.54,0.54,0.54,2002.9,2016.65,24071.0,Male,retired,2.0,75.0,623.0,0
22560,5145.0,1.0,52.0,104.0,3360.22,3070.38,2850.7,1996.82,0.36,0.36,143.21,143.21,3085.72,3029.14,24073.0,Female,salaried,2.0,48.0,1232.0,0
22562,961.0,0.0,692.0,9.0,2098.86,886.2,1500.74,1692.16,1429.26,0.69,216.6,917.97,1217.98,1334.06,24075.0,Female,self_employed,2.0,43.0,1301.0,0
22565,944.0,0.0,789.0,31.0,3033.87,3033.87,3045.85,3101.21,0.67,0.67,0.67,0.67,3033.87,3033.87,24078.0,Male,self_employed,3.0,37.0,834.0,0
22568,2164.0,0.0,1816.0,31.0,1927.59,2187.56,2446.93,3059.73,0.49,571.91,0.49,0.49,2021.74,1774.35,24082.0,Male,salaried,3.0,42.0,75.0,0
22569,497.0,0.0,49.0,93.0,9056.6,9063.42,9454.8,2824.74,0.56,0.56,7.37,1066.27,9062.48,9063.42,24084.0,Female,student,2.0,22.0,15.0,0
22575,2538.0,0.0,60.0,280.0,889.88,3213.43,5689.76,3990.74,0.49,0.49,741.83,11161.53,1865.9,11662.06,24090.0,Female,self_employed,2.0,57.0,649.0,1
22576,5632.0,0.0,490.0,8.0,5069.81,5111.82,5084.94,1765.75,148.64,8.95,318.28,241.71,5124.9,5317.44,24091.0,Female,self_employed,1.0,74.0,1020.0,1
22577,1328.0,0.0,1416.0,192.0,3659.3,3659.3,3812.91,4350.13,0.09,0.09,0.09,0.09,3659.3,3659.3,24092.0,Female,self_employed,1.0,46.0,1494.0,0
22578,2793.0,0.0,354.0,240.0,42857.96,14286.53,9226.3,1582.33,0.24,0.24,2500.24,0.24,14311.16,6935.84,24093.0,Female,student,2.0,15.0,146.0,1
22580,553.0,0.0,2847.0,216.0,11903.38,11903.38,11903.38,13104.67,0.61,0.61,0.61,0.61,11903.38,11903.38,24095.0,Female,self_employed,2.0,44.0,1009.0,0
22581,986.0,0.0,794.0,0.0,7748.86,7542.95,7155.48,6201.13,384.66,2073.51,182.3,1774.26,7428.74,7160.46,24096.0,Female,salaried,3.0,27.0,1046.0,0
22583,1008.0,0.0,503.0,31.0,1806.36,2234.94,2220.16,2214.13,0.63,0.63,429.2,0.63,2190.6,2234.94,24098.0,Male,student,2.0,3.0,1096.0,0
22586,3474.0,0.0,74.0,293.0,305.66,2734.24,2463.3,2348.5,0.69,0.69,2429.26,0.69,1921.43,2734.24,24101.0,Female,self_employed,2.0,60.0,1439.0,1
22588,2998.0,0.0,159.0,0.0,4997.71,4688.76,4228.17,7483.11,398.97,250.53,90.03,0.26,4637.5,4165.01,24103.0,Female,student,2.0,27.0,1020.0,0
22589,3703.0,1.0,455.0,91.0,6801.75,6798.48,7106.23,4123.39,0.19,0.19,0.19,0.19,6800.06,6798.48,24104.0,Male,self_employed,3.0,67.0,1020.0,0
22593,4057.0,0.0,116.0,31.0,7484.33,7484.33,7484.33,7437.03,0.14,0.14,0.14,0.14,7484.33,7484.33,24108.0,Male,self_employed,2.0,29.0,1180.0,0
22596,4513.0,0.0,600.0,77.0,5349.29,5392.15,5336.32,4911.62,0.54,0.54,0.54,0.54,5374.42,5415.65,24111.0,Male,self_employed,2.0,58.0,1180.0,0
